,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund
682,007506.OF,华夏中证AH经济蓝筹股票指数C,荣膺,庞亚平(20190716-20201208) 荣膺(20201208-至今),是,股票型基金,被动指数型股票基金,51508078.9,4.0356164383562,10.78,91.955891691898
683,007512.OF,工银沪港深股票C,胡志利,郝康(20190530-20200408) 张继圣(20200407-20210114) 赵宪成(20201214-20220110) 胡志利(20220111-至今),否,股票型基金,普通股票型基金,48812803.55,4.1643835616438,86.82,83.762515252776
684,007523.OF,汇添富内需增长股票A,郑慧莲,赵鹏飞(20190731-20210819) 郑慧莲(20190731-至今),否,股票型基金,普通股票型基金,388970480.3,3.9945205479452,8.64,89.107915280517
685,007524.OF,汇添富内需增长股票C,郑慧莲,赵鹏飞(20190731-20210819) 郑慧莲(20190731-至今),否,股票型基金,普通股票型基金,50802452.98,3.9945205479452,2.15,89.107915280517
686,007531.OF,华宝券商ETF联接C,"丰晨成,胡洁",丰晨成(20190613-至今) 胡洁(20210308-至今),是,股票型基金,被动指数型股票基金,3767009612.94,4.1260273972603,14.28,3.4267236541736
687,007538.OF,永赢沪深300A,万纯,李永兴(20190709-20200721) 万纯(20190717-至今),是,股票型基金,被动指数型股票基金,400146824.86,4.0547945205479,74.3244,93.692058748226
688,007539.OF,永赢沪深300C,万纯,李永兴(20190709-20200721) 万纯(20190717-至今),是,股票型基金,被动指数型股票基金,100041334.07,4.0547945205479,52.2576,93.692058748226
689,007548.OF,易方达ESG责任投资股票发起式,郭杰,郭杰(20190902-至今),否,股票型基金,普通股票型基金,534338951.52,3.9041095890411,51.34,90.125279527235
690,007571.OF,南方上证380ETF联接C,孙伟,孙伟(20190712-至今) 周豪(20190712-20190712),是,股票型基金,被动指数型股票基金,18362997.02,4.0465753424658,,1.0731468355258
691,007580.OF,宝盈中证100指数增强C,蔡丹,蔡丹(20190701-至今) 刘李杰(20190701-20200425),是,股票型基金,增强指数型股票基金,7689324.38,4.0767123287671,13.5,93.647495233968
692,007586.OF,华泰保兴多策略,"尚烁徽,孙静佳",尚烁徽(20190705-至今) 孙静佳(20221025-至今),否,股票型基金,普通股票型基金,126265730.3,4.0657534246575,99.95,87.567762100044
693,007590.OF,华宝绿色领先股票,闫旭,蔡目荣(20190918-20201105) 夏林锋(20190918-20210410) 闫旭(20210410-至今),否,股票型基金,普通股票型基金,82403912.81,3.8602739726027,,83.438684378011
694,007593.OF,鹏扬中证500质量成长ETF联接A,施红俊,施红俊(20190829-至今),是,股票型基金,被动指数型股票基金,479720401.18,3.9150684931507,51.82,0.2881745026141
695,007594.OF,鹏扬中证500质量成长ETF联接C,施红俊,施红俊(20190829-至今),是,股票型基金,被动指数型股票基金,253725071.63,3.9150684931507,27.67,0.2881745026141
696,007605.OF,嘉实沪深300红利低波动ETF联接A,王紫菡,何如(20191209-20210909) 陈正宪(20191209-20210909) 王紫菡(20210909-至今),是,股票型基金,被动指数型股票基金,101894077.21,3.6356164383562,,2.1442996831981
697,007606.OF,嘉实沪深300红利低波动ETF联接C,王紫菡,何如(20191209-20210909) 陈正宪(20191209-20210909) 王紫菡(20210909-至今),是,股票型基金,被动指数型股票基金,69899835.91,3.6356164383562,,2.1442996831981
698,007657.OF,东方红中证竞争力指数A,"徐习佳,戎逸洲",徐习佳(20190731-至今) 李响(20190731-20201106) 戎逸洲(20191129-至今),是,股票型基金,被动指数型股票基金,499695472.65,3.9945205479452,6.97,93.497705295757
699,007658.OF,东方红中证竞争力指数C,"徐习佳,戎逸洲",徐习佳(20190731-至今) 李响(20190731-20201106) 戎逸洲(20191129-至今),是,股票型基金,被动指数型股票基金,73534343.95,3.9945205479452,0.29,93.497705295757
700,007664.OF,永赢创业板A,万纯,李永兴(20190910-20200923) 万纯(20190916-至今) 晏青(20191016-20201110),是,股票型基金,被动指数型股票基金,159708897.07,3.8821917808219,31.8013,94.386945818454
701,007665.OF,永赢创业板C,万纯,李永兴(20190910-20200923) 万纯(20190916-至今) 晏青(20191016-20201110),是,股票型基金,被动指数型股票基金,273799471.44,3.8821917808219,0.8748,94.386945818454
702,007671.OF,建信中证红利潜力指数A,赵云煜,赵云煜(20190911-至今),是,股票型基金,被动指数型股票基金,43877611.38,3.8794520547945,11.4,93.212026293048
703,007672.OF,建信中证红利潜力指数C,赵云煜,赵云煜(20190911-至今),是,股票型基金,被动指数型股票基金,7178296.55,3.8794520547945,,93.212026293048
704,007674.OF,工银产业升级股票A,陈小鹭,杜洋(20191225-20201231) 陈小鹭(20191225-至今),否,股票型基金,普通股票型基金,28731569.94,3.5917808219178,0.0,94.350893808329
705,007675.OF,工银产业升级股票C,陈小鹭,杜洋(20191225-20201231) 陈小鹭(20191225-至今),否,股票型基金,普通股票型基金,53292763.55,3.5917808219178,,94.350893808329
706,007685.OF,华商电子行业量化股票发起式,艾定飞,邓默(20190917-20201215) 艾定飞(20190917-至今),否,股票型基金,普通股票型基金,422556994.95,3.8630136986301,44.09,92.84621829748
707,007737.OF,诺德研发创新100,潘永昌,潘永昌(20190826-至今),是,股票型基金,被动指数型股票基金,381049956.0,3.9232876712329,25.62,94.196203092319
708,007750.OF,广发优势增长股票,邱璟旻,邱璟旻(20191225-至今),否,股票型基金,普通股票型基金,276341253.7,3.5917808219178,0.41,91.74616052816
709,007751.OF,景顺长城沪港深红利成长低波指数A,曾理,徐喻军(20190906-20220218) 曾理(20190906-至今),是,股票型基金,被动指数型股票基金,79766728.85,3.8931506849315,80.79,91.500713573296
710,007760.OF,景顺长城沪港深红利成长低波指数C,曾理,徐喻军(20190906-20220218) 曾理(20190906-至今),是,股票型基金,被动指数型股票基金,9860228.97,3.8931506849315,,91.500713573296
711,007784.OF,广发央企创新驱动ETF联接A,陆志明,刘杰(20191106-20211117) 陆志明(20211117-至今),是,股票型基金,被动指数型股票基金,117957702.65,3.7260273972603,0.17,
712,007785.OF,广发央企创新驱动ETF联接C,陆志明,刘杰(20191106-20211117) 陆志明(20211117-至今),是,股票型基金,被动指数型股票基金,263743080.29,3.7260273972603,51.45,
713,007786.OF,富国中证国企一带一路ETF联接A,"王乐乐,王保合",王保合(20191231-至今) 王乐乐(20191231-至今),是,股票型基金,被动指数型股票基金,12756925.07,3.5753424657534,,0.013790064884421
714,007787.OF,富国中证国企一带一路ETF联接C,"王乐乐,王保合",王保合(20191231-至今) 王乐乐(20191231-至今),是,股票型基金,被动指数型股票基金,6651362.62,3.5753424657534,,0.013790064884421
715,007788.OF,易方达中证国企一带一路ETF发起式联接A,刘树荣,杨俊(20200121-20210821) 刘树荣(20200320-至今),是,股票型基金,被动指数型股票基金,40682799.49,3.5178082191781,48.56,
716,007789.OF,易方达中证国企一带一路ETF发起式联接C,刘树荣,杨俊(20200121-20210821) 刘树荣(20200320-至今),是,股票型基金,被动指数型股票基金,23013165.4,3.5178082191781,,
717,007792.OF,嘉实央企创新驱动ETF联接A,刘珈吟,刘珈吟(20191128-至今) 金猛(20191128-20220421),是,股票型基金,被动指数型股票基金,62088366.89,3.6657534246575,,3.9746476930801
718,007793.OF,嘉实央企创新驱动ETF联接C,刘珈吟,刘珈吟(20191128-至今) 金猛(20191128-20220421),是,股票型基金,被动指数型股票基金,361383319.46,3.6657534246575,31.66,3.9746476930801
719,007794.OF,申万菱信中证500指数优选增强C,刘敦,袁英杰(20190808-20200421) 刘敦(20200415-至今),是,股票型基金,增强指数型股票基金,192734016.44,3.972602739726,78.3,93.742648100729
720,007795.OF,申万菱信中证500指数增强C,俞诚,袁英杰(20190808-20200421) 俞诚(20190808-至今),是,股票型基金,增强指数型股票基金,78287817.88,3.972602739726,28.38,92.069497595967
721,007796.OF,博时央创ETF联接A,"杨振建,赵云阳",赵云阳(20191113-至今) 杨振建(20191113-至今),是,股票型基金,被动指数型股票基金,115157731.73,3.7068493150685,61.0,
722,007797.OF,博时央创ETF联接C,"赵云阳,杨振建",赵云阳(20191113-至今) 杨振建(20191113-至今),是,股票型基金,被动指数型股票基金,77123524.29,3.7068493150685,,
723,007799.OF,申万菱信中小企业100指数(LOF)C,王赟杰,龚丽丽(20190808-20200724) 俞诚(20190808-20190928) 王赟杰(20200722-至今),是,股票型基金,被动指数型股票基金,8130488.17,3.972602739726,,93.268809939238
724,007800.OF,申万沪深300价值指数C,赵兵,荆一帆(20190808-20191129) 龚丽丽(20191127-20220316) 赵兵(20220315-至今),是,股票型基金,被动指数型股票基金,147868950.44,3.972602739726,74.82,93.780434994281
725,007801.OF,大成中证红利指数C,"李绍,刘淼",夏高(20190802-20230320) 刘淼(20210617-至今) 李绍(20230320-至今),是,股票型基金,被动指数型股票基金,543016706.54,3.9890410958904,68.52,93.302046377599
726,007804.OF,申万菱信沪深300指数增强C,刘敦,袁英杰(20190808-20200421) 刘敦(20190808-至今),是,股票型基金,增强指数型股票基金,106589785.46,3.972602739726,59.0,92.311138812014
727,007806.OF,建信MSCI中国A股指数增强A,"赵云煜,叶乐天",叶乐天(20191113-至今) 赵云煜(20191113-至今),是,股票型基金,增强指数型股票基金,74584164.89,3.7068493150685,58.58,92.523479342478
728,007807.OF,建信MSCI中国A股指数增强C,"赵云煜,叶乐天",叶乐天(20191113-至今) 赵云煜(20191113-至今),是,股票型基金,增强指数型股票基金,69073867.94,3.7068493150685,28.35,92.523479342478
729,007809.OF,富国中证央企创新驱动ETF联接A,王乐乐,王乐乐(20191129-至今),是,股票型基金,被动指数型股票基金,72996196.83,3.6630136986301,,1.398616591509
730,007810.OF,富国中证央企创新驱动ETF联接C,王乐乐,王乐乐(20191129-至今),是,股票型基金,被动指数型股票基金,104728957.52,3.6630136986301,,1.398616591509
731,007815.OF,嘉实新兴科技100ETF联接A,王紫菡,李直(20191101-20210909) 金猛(20191101-20210702) 高峰(20191101-20210702) 王紫菡(20210909-至今),是,股票型基金,被动指数型股票基金,60867138.09,3.7397260273973,,3.9054627387404
732,007816.OF,嘉实新兴科技100ETF联接C,王紫菡,李直(20191101-20210909) 金猛(20191101-20210702) 高峰(20191101-20210702) 王紫菡(20210909-至今),是,股票型基金,被动指数型股票基金,27816698.31,3.7397260273973,,3.9054627387404
733,007817.OF,国泰中证全指通信设备ETF联接A,艾小军,艾小军(20190903-至今),是,股票型基金,被动指数型股票基金,213857131.17,3.9013698630137,6.69,
734,007818.OF,国泰中证全指通信设备ETF联接C,艾小军,艾小军(20190903-至今),是,股票型基金,被动指数型股票基金,386670138.37,3.9013698630137,0.99,
735,007831.OF,博道伍佰智航A,杨梦,杨梦(20190926-至今),否,股票型基金,普通股票型基金,198461410.97,3.8383561643836,41.16,93.036623075546
736,007832.OF,博道伍佰智航C,杨梦,杨梦(20190926-至今),否,股票型基金,普通股票型基金,404047644.41,3.8383561643836,64.06,93.036623075546
737,007839.OF,汇添富中证长三角ETF联接A,乐无穹,吴振翔(20190924-20220613) 乐无穹(20220613-至今),是,股票型基金,被动指数型股票基金,40756578.87,3.8438356164384,,
738,007840.OF,汇添富中证长三角ETF联接C,乐无穹,吴振翔(20190924-20220613) 乐无穹(20220613-至今),是,股票型基金,被动指数型股票基金,11262182.55,3.8438356164384,40.53,
739,007842.OF,南华中证杭州湾区ETF联接A,"黄志钢,孔庆卿",莫志刚(20200423-20220211) 黄志钢(20220129-至今) 孔庆卿(20220610-至今),是,股票型基金,被动指数型股票基金,14442719.73,3.2630136986301,40.47,
740,007843.OF,南华中证杭州湾区ETF联接C,"黄志钢,孔庆卿",莫志刚(20200423-20220211) 黄志钢(20220129-至今) 孔庆卿(20220610-至今),是,股票型基金,被动指数型股票基金,7573619.89,3.2630136986301,0.0,
741,007844.OF,华宝油气C,"周晶,杨洋",周晶(20200115-至今) 杨洋(20210511-至今),是,QDII基金,QDII股票型基金,2136887670.42,3.5342465753425,4.15,94.648968314958
742,007853.OF,华商计算机行业量化股票发起式A,艾定飞,邓默(20191030-20201215) 艾定飞(20191030-至今),否,股票型基金,普通股票型基金,242609523.17,3.7452054794521,28.99,92.319147463529
743,007856.OF,易方达中证800ETF联接发起式A,"刘树荣,林伟斌",林伟斌(20191021-至今) 刘树荣(20191021-至今),是,股票型基金,被动指数型股票基金,69143376.87,3.7698630136986,62.75,
744,007857.OF,易方达中证800ETF联接发起式C,"刘树荣,林伟斌",林伟斌(20191021-至今) 刘树荣(20191021-至今),是,股票型基金,被动指数型股票基金,60965321.67,3.7698630136986,0.81,
745,007873.OF,华宝科技ETF联接A,胡洁,胡洁(20190830-至今),是,股票型基金,被动指数型股票基金,410910549.17,3.9123287671233,10.08,
746,007874.OF,华宝科技ETF联接C,胡洁,胡洁(20190830-至今),是,股票型基金,被动指数型股票基金,382133630.52,3.9123287671233,39.78,
747,007882.OF,易方达沪深300非银ETF联接C,余海燕,余海燕(20190820-至今),是,股票型基金,被动指数型股票基金,319350687.38,3.9397260273973,82.32,
748,007883.OF,易方达沪深300医药卫生ETF联接C,余海燕,余海燕(20190820-至今),是,股票型基金,被动指数型股票基金,681635774.77,3.9397260273973,2.27,
749,007885.OF,中融中证500ETF联接A,"陈薪羽,赵菲",赵菲(20191231-至今) 陈薪羽(20200104-至今),是,股票型基金,被动指数型股票基金,17076824.59,3.5753424657534,,
750,007886.OF,中融中证500ETF联接C,"赵菲,陈薪羽",赵菲(20191231-至今) 陈薪羽(20200104-至今),是,股票型基金,被动指数型股票基金,13421757.87,3.5753424657534,,
751,007903.OF,长城量化小盘股票,雷俊,雷俊(20200110-至今),否,股票型基金,普通股票型基金,209592068.69,3.5479452054795,14.58,89.961565967131
752,007932.OF,鹏华中证500ETF联接A,陈龙,陈龙(20200115-至今),是,股票型基金,被动指数型股票基金,48577239.47,3.5342465753425,,
753,007943.OF,富安达中证500指数增强,纪青,纪青(20191119-至今),是,股票型基金,增强指数型股票基金,40416079.64,3.6904109589041,62.87,78.454181867209
754,007950.OF,招商量化精选股票C,王平,王平(20190911-至今),否,股票型基金,普通股票型基金,1628446393.77,3.8794520547945,74.48,94.083060928101
755,007965.OF,民生加银品质消费股票A,刘霄汉,高松(20200423-20210817) 刘霄汉(20210813-至今),否,股票型基金,普通股票型基金,8925527.28,3.2630136986301,,92.747468598979
756,007966.OF,民生加银品质消费股票C,刘霄汉,高松(20200423-20210817) 刘霄汉(20210813-至今),否,股票型基金,普通股票型基金,9890819.21,3.2630136986301,,92.747468598979
757,007983.OF,中证研发创新100ETF联接A,王赟杰,龚丽丽(20191121-20220308) 荆一帆(20191121-20191129) 王赟杰(20200722-至今),是,股票型基金,被动指数型股票基金,111920861.56,3.6849315068493,,
758,007984.OF,中证研发创新100ETF联接C,王赟杰,龚丽丽(20191121-20220308) 荆一帆(20191121-20191129) 王赟杰(20200722-至今),是,股票型基金,被动指数型股票基金,19800790.02,3.6849315068493,0.47,
759,007992.OF,华夏中证全指证券公司ETF联接A,"司帆,鲁亚运",李俊(20200403-20211213) 司帆(20210706-至今) 鲁亚运(20220610-至今),是,股票型基金,被动指数型股票基金,294916056.45,3.3178082191781,12.11,
760,007993.OF,华夏中证全指证券公司ETF联接C,"司帆,鲁亚运",李俊(20200403-20211213) 司帆(20210706-至今) 鲁亚运(20220610-至今),是,股票型基金,被动指数型股票基金,211041745.91,3.3178082191781,,
761,007994.OF,华夏中证500指数增强A,"张弘弢,孙蒙",张弘弢(20200325-至今) 孙蒙(20200417-至今),是,股票型基金,增强指数型股票基金,2655545319.33,3.3424657534247,18.33,93.724794748443
762,007995.OF,华夏中证500指数增强C,"孙蒙,张弘弢",张弘弢(20200325-至今) 孙蒙(20200417-至今),是,股票型基金,增强指数型股票基金,1115080764.56,3.3424657534247,9.76,93.724794748443
