,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_portfolio_duration_fund,ths_jjzhjq_mkl_fund,ths_jjggbl_fund,ACEtype,Fundtype
2211,006869.OF,006869,广发政策性金融债,广发基金,"赵子良,洪志",中长期纯债券型基金,2622376729.54,1.8345696181581,1.8341394872291,117.27199274566,,纯债基金
2214,006874.OF,006874,创金合信恒兴中短债债券A,创金合信基金,"黄佳祥,郑振源,谢创",混合债券型基金(一级),5086575455.19,1.2122905777198,1.5653702366842,123.68781063437,A,纯债基金
2216,006884.OF,006884,添富AAA级信用纯债A,汇添富基金,杨靖,中长期纯债券型基金,11982248288.75,0.79198574892583,0.79166868753331,125.86833772791,AAAA,纯债基金
2217,006885.OF,006885,添富AAA级信用纯债C,汇添富基金,杨靖,中长期纯债券型基金,11982248288.75,0.79198574892583,0.79166868753331,125.86833772791,AAAC,纯债基金
2220,006893.OF,006893,汇添富丰利短债A,汇添富基金,"郑文旭,胡娜",短期纯债券型基金,3548156251.13,0.56950486315984,0.56828934372211,110.5738102788,A,纯债基金
2225,006901.OF,006901,上银慧祥利债券A,上银基金,许佳,中长期纯债券型基金,6152286104.32,1.8504576936166,3.3293870429385,116.23267813681,A,纯债基金
2228,006907.OF,006907,银华安鑫短债债券A,银华基金,"王树丽,魏昕宇",短期纯债券型基金,5876694481.08,2.4422001647253,2.4422105542594,134.08417319632,A,纯债基金
2232,006915.OF,006915,南方亨元A,南方基金,黄斌斌,中长期纯债券型基金,6308919954.3,1.337342143341,1.3370724030615,108.96203017879,A,纯债基金
2235,006919.OF,006919,国寿安保泰和纯债债券,国寿安保基金,丁宇佳,混合债券型基金(一级),5666959772.63,2.1101089249822,2.1099809608228,126.4230070713,,纯债基金
2239,006929.OF,006929,博时富融纯债债券,博时基金,王帅,中长期纯债券型基金,1019705727.78,1.1871006529808,1.1851178452874,108.7048221062,,纯债基金
2242,006934.OF,006934,平安3-5年期政策性金融债债券A,平安基金,"刘晓兰,苏宁,张璐",中长期纯债券型基金,55621255.27,2.1700624965333,2.1700052782534,100.11274880384,A,纯债基金
2244,006936.OF,006936,华安安盛定开,华安基金,康钊,中长期纯债券型基金,1491309631.57,2.2422281015886,2.2456444021767,131.92054123186,,纯债基金
2246,006944.OF,006944,永赢悦利债券,永赢基金,"徐沛琳,吴玮",中长期纯债券型基金,8674354342.72,1.7657435547391,1.765907004823,125.96208554415,,纯债基金
2251,006953.OF,006953,华安安业债券A,华安基金,康钊,中长期纯债券型基金,4664200967.29,0.7438895338106,1.0603440922103,128.79785566681,A,纯债基金
2253,006955.OF,006955,国泰惠富纯债债券A,国泰基金,"索峰,胡智磊",中长期纯债券型基金,2910119822.09,2.2447691792247,2.092304824925,124.78360739222,A,纯债基金
2254,006956.OF,006956,鹏华永润一年定期开放债券,鹏华基金,刘涛,中长期纯债券型基金,1964936528.29,1.4913851290772,1.4911769836938,107.03010911453,,纯债基金
2255,006958.OF,006958,鹏华永融一年定期开放债券,鹏华基金,刘涛,中长期纯债券型基金,860501230.38,9.254983251528,10.312470178737,117.4872670343,,纯债基金
2260,006963.OF,006963,中加颐瑾定开债券A,中加基金,王霈,中长期纯债券型基金,2009412373.99,1.4093444183211,1.4072468103876,113.87819840416,A,纯债基金
2262,006965.OF,006965,财通安瑞短债债券A,财通基金,"罗晓倩,闫梦璇",短期纯债券型基金,16835189752.67,0.4274368911632,0.42532289399349,109.96746742783,A,纯债基金
2264,006970.OF,006970,广发景利纯债,广发基金,赵子良,中长期纯债券型基金,508535751.76,2.4222201763971,3.3010335079869,104.89243204119,,纯债基金
2270,006984.OF,006984,兴全恒瑞定开债券发起式,兴证全球基金,"张睿,季伟杰",中长期纯债券型基金,5025655970.270001,1.3195561339486,2.2336947835033,151.08500128496,,纯债基金
2271,006985.OF,006985,兴全恒裕债券A,兴证全球基金,王帅,混合债券型基金(一级),10940142102.42,2.0184544908356,3.9874287085543,117.4952581356,A,纯债基金
2272,006986.OF,006986,平安季添盈定开债A,平安基金,欧阳亮,中长期纯债券型基金,1467193778.21,1.1568793620023,1.909583960538,139.42995544023,A,纯债基金
2279,006995.OF,006995,南方惠利6个月定开债券A,南方基金,金凌志,中长期纯债券型基金,3335755637.22,1.4534398540026,1.4532588511179,126.98393245316,A,纯债基金
2282,006998.OF,006998,广发景兴中短债A,广发基金,宋倩倩,短期纯债券型基金,3688707408.53,0.29587261074925,1.1334946537223,126.4939647078,A,纯债基金
2292,007017.OF,007017,平安如意中短债A,平安基金,"张文平,张璐",短期纯债券型基金,17951536373.46,1.4694726113977,2.3575316496258,128.25336871444,A,纯债基金
2308,007050.OF,007050,鑫元恒利三个月定期开放债券,鑫元基金,郭卉,中长期纯债券型基金,1727384008.52,0.92833433693268,0.92812135780844,120.30778952334,,纯债基金
2309,007053.OF,007053,平安季开鑫定开债A,平安基金,张文平,中长期纯债券型基金,5192641642.98,1.4708217658941,1.4697836315472,127.52721481507,A,纯债基金
2314,007061.OF,007061,中加聚盈定开债券A,中加基金,闫沛贤,混合债券型基金(一级),936141070.5,0.90041822817764,1.23202573926,109.9337185303,A,纯债基金
2318,007068.OF,007068,浦银安盛普丰纯债债券A,浦银安盛基金,章潇枫,中长期纯债券型基金,3045084101.9,2.3739557329514,2.3736600389745,100.0274326883,A,纯债基金
2324,007086.OF,007086,永赢汇利六个月定开债,永赢基金,钱布克,中长期纯债券型基金,5651018125.15,1.6988391480042,1.6990018960289,129.97019005925,,纯债基金
2335,007104.OF,007104,易方达恒利3个月定期开放债券发起式,易方达基金,"刘琬姝,纪玲云,胡剑",中长期纯债券型基金,1197080950.13,1.969464700008,1.9686797804305,175.17600044527,,纯债基金
2336,007105.OF,007105,国泰丰鑫纯债债券,国泰基金,刘嵩扬,中长期纯债券型基金,1583582709.77,1.1167050620202,1.2859960904361,110.85909199242,,纯债基金
2341,007121.OF,007121,中加裕盈纯债债券,中加基金,王霈,中长期纯债券型基金,1141324835.88,0.87997429110317,1.7922408266634,100.9627830951,,纯债基金
2349,007145.OF,007145,泰康安和纯债6个月定开债券,泰康基金,经惠云,中长期纯债券型基金,2213722549.84,4.697196396627,5.2108780762587,150.27766660914,,纯债基金
2356,007158.OF,007158,平安合盛定开债,平安基金,张璐,中长期纯债券型基金,989414959.43,0.33814805023458,0.33810786401901,113.00070238721,,纯债基金
2360,007167.OF,007167,华安安和债券A,华安基金,康钊,中长期纯债券型基金,1013187470.25,0.87488333252524,1.2308676444832,119.99828688959,A,纯债基金
2368,007175.OF,007175,国联聚通定期开放债券,国联基金,"王玥,石霄蒙",中长期纯债券型基金,501900352.26,2.4080132576421,3.1035051843932,133.26848077275,,纯债基金
2373,007184.OF,007184,蜂巢添鑫纯债A,蜂巢基金,"李海涛,廖新昌",中长期纯债券型基金,2392077497.14,2.1793327686999,1.9906074975251,121.36609131816,A,纯债基金
2384,007199.OF,007199,永赢泰利债券A,永赢基金,"刘星宇,陶毅,杨野",中长期纯债券型基金,571637422.79,1.4658504509374,2.1063960222322,100.03766034053,A,纯债基金
2386,007201.OF,007201,民生加银聚益纯债,民生加银基金,"李文君,刘昊",中长期纯债券型基金,6132155887.22,2.9308355090222,2.9309144533536,107.34621082186,,纯债基金
2395,007213.OF,007213,华安安平定开,华安基金,康钊,中长期纯债券型基金,815729302.59,1.641776972888,1.8438043977499,123.61228097954,,纯债基金
2397,007215.OF,007215,国寿安保泰荣纯债债券,国寿安保基金,丁宇佳,混合债券型基金(一级),2789058876.16,1.1862372054077,1.1855148164449,131.56661936094,,纯债基金
2400,007220.OF,007220,天弘华享三个月定开,天弘基金,潘昱杉,中长期纯债券型基金,1026912729.27,1.065232548744,2.8379812223598,111.1400094204,,纯债基金
2418,007268.OF,007268,山证裕睿6个月定开A,山西证券,缪佳,混合债券型基金(一级),1754940385.97,0.10677708123006,0.46682470635607,143.25925505956,A,纯债基金
2420,007278.OF,007278,国泰兴富三个月定期开放债券,国泰基金,"刘嵩扬,胡智磊",中长期纯债券型基金,503365579.97,2.2051019918166,4.4175846231773,135.81282113106,,纯债基金
2430,007295.OF,007295,天弘安益A,天弘基金,"程仕湘,赵鼎龙",中长期纯债券型基金,1669706488.61,0.93372567343271,0.93272395970454,127.21894193562,A,纯债基金
2440,007321.OF,007321,鹏华金利债券,鹏华基金,邓明明,中长期纯债券型基金,5750992183.53,3.4731683988378,3.4729666164504,116.07018804124,,纯债基金
2455,007342.OF,007342,国投瑞银顺臻纯债债券A,国投瑞银基金,李鸥,中长期纯债券型基金,2104517702.78,2.6741407120357,2.6741670195449,131.66544038711,A,纯债基金
2456,007347.OF,007347,永赢昌利债券A,永赢基金,陶毅,中长期纯债券型基金,12087151353.46,3.3163294938438,3.3159671652243,120.61059171388,A,纯债基金
2469,007373.OF,007373,永赢卓利债券,永赢基金,"张雪,杨凡颖",中长期纯债券型基金,2105339781.72,0.93878179299352,0.93804461866497,125.8414552465,,纯债基金
2470,007374.OF,007374,永赢淳利债券,永赢基金,徐沛琳,中长期纯债券型基金,3166047760.79,0.68188428241341,1.0103756005178,118.37468604721,,纯债基金
2485,007408.OF,007408,鹏扬淳开债券A,鹏扬基金,"王黎骁,陈钟闻",中长期纯债券型基金,504706110.52,2.7345391478989,2.7347510283756,130.77461521121,A,纯债基金
2488,007417.OF,007417,泰康信用精选债券A,泰康基金,经惠云,中长期纯债券型基金,3655579545.07,4.9666161159921,5.7041056597131,138.86401054645,A,纯债基金
2494,007427.OF,007427,永赢凯利债券,永赢基金,"杨凡颖,张雪",中长期纯债券型基金,1073707008.89,1.5082000449894,1.5079917003895,127.24487776255,,纯债基金
2501,007440.OF,007440,南方旭元A,南方基金,金凌志,中长期纯债券型基金,2027969301.07,1.1353742638911,1.1348669648769,120.1642118618,A,纯债基金
2508,007451.OF,007451,易方达恒兴3个月定开债券发起式,易方达基金,王晓晨,中长期纯债券型基金,8001741972.3,1.5768644067707,1.5764664032891,157.67437230913,,纯债基金
2509,007454.OF,007454,民生加银嘉盈债券,民生加银基金,李文君,中长期纯债券型基金,3080727889.03,1.6302635640168,2.3813333483272,116.20287332573,,纯债基金
2525,007496.OF,007496,农银汇理丰泽三年定期开放债券,农银汇理基金,"王明君,周宇,郭振宇",中长期纯债券型基金,8151400383.2,2.0110885662334,2.0105875845135,175.68705908221,,纯债基金
2531,007513.OF,007513,博时富丰3个月定开债发起式,博时基金,郭思洁,混合债券型基金(一级),1673972271.54,0.7709382805362,2.6917352262829,133.07659656576,,纯债基金
2532,007515.OF,007515,鹏华稳利短债A,鹏华基金,"王康佳,叶朝明",短期纯债券型基金,8542506982.12,0.72169677858397,0.72111274252072,120.58074178915,A,纯债基金
2534,007517.OF,007517,博时富淳3个月定开债发起式,博时基金,郭思洁,中长期纯债券型基金,1997963743.82,2.3631884059113,2.3631522831765,126.84502128525,,纯债基金
2536,007525.OF,007525,易方达年年恒夏纯债A,易方达基金,李一硕,中长期纯债券型基金,3055713312.96,1.3799851912097,3.950034122912,149.21779450878,A,纯债基金
2538,007529.OF,007529,嘉实汇鑫中短债债券A,嘉实基金,"赵国英,王立芹",短期纯债券型基金,16977884170.77,1.7276659406989,2.3380342212813,134.44575640944,A,纯债基金
2541,007535.OF,007535,中欧盈和债券,中欧基金,LI TONG,中长期纯债券型基金,7372650558.59,0.65463767114214,0.65459645469905,172.43663131732,,纯债基金
2543,007537.OF,007537,景顺长城景泰盈利纯债债券,景顺长城基金,彭成军,中长期纯债券型基金,1238200877.7,1.9198881695902,3.8801303534164,135.90616853025,,纯债基金
2545,007542.OF,007542,永赢开泰中高等级中短债A,永赢基金,卢绮婷,短期纯债券型基金,8472816393.04,0.87600965822951,0.87463520155996,125.6253608143,A,纯债基金
2547,007544.OF,007544,鹏华尊晟定期开放发起式债券,鹏华基金,应琛,中长期纯债券型基金,1079776754.57,5.7399400092325,6.9074417081895,138.91335876158,,纯债基金
2553,007555.OF,007555,中航瑞明纯债A,中航基金,茅勇峰,中长期纯债券型基金,1022916535.88,2.4719569415712,2.4708753048612,132.82356670588,A,纯债基金
2558,007560.OF,007560,国联恒鑫纯债A,国联基金,哈默,中长期纯债券型基金,1839252950.13,0.61368168219511,0.61234358328467,135.5804961685,A,纯债基金
2560,007562.OF,007562,景顺长城景泰纯利债券A,景顺长城基金,彭成军,混合债券型基金(一级),2505845896.35,1.4327684628121,3.2853697735751,120.25983367012,A,纯债基金
2567,007572.OF,007572,中加民丰纯债A,中加基金,袁素,中长期纯债券型基金,505627393.56,1.8287772373202,1.8283071086574,129.33499094969,A,纯债基金
2568,007573.OF,007573,农银丰盈定开债券,农银汇理基金,王明君,中长期纯债券型基金,8132700933.43,2.2656593880551,2.2645031203347,168.13796073124,,纯债基金
2569,007576.OF,007576,华夏鼎琪三个月定开债券,华夏基金,孙蕾,中长期纯债券型基金,2035366798.82,1.9363980434524,2.3759841846852,112.62227762676,,纯债基金
2572,007584.OF,007584,丰鑫债券,鹏华基金,刘涛,中长期纯债券型基金,1794027871.5,1.6597704631224,1.6587554717921,119.65770427608,,纯债基金
2573,007585.OF,007585,工银瑞弘3个月定开发起式债券,工银瑞信,陈桂都,中长期纯债券型基金,14176919726.73,1.1235829046056,1.1234679631603,100.03520022992,,纯债基金
2576,007589.OF,007589,嘉实致元42个月定期债券,嘉实基金,王立芹,中长期纯债券型基金,7976500564.85,2.5531694177119,2.5504453698821,172.06213910809,,纯债基金
2578,007595.OF,007595,招商添泽纯债A,招商基金,康晶,中长期纯债券型基金,1980320062.08,2.0906297978675,2.3830113219016,125.64014974563,A,纯债基金
2581,007600.OF,007600,泰康润颐63个月定开债券,泰康基金,经惠云,中长期纯债券型基金,8536772879.29,2.0554975587836,2.0550749672861,157.87506019231,,纯债基金
2582,007603.OF,007603,景顺长城中短债债券A类,景顺长城基金,彭成军,短期纯债券型基金,4509502848.46,0.98969525925348,0.98774079993651,128.8771368754,A,纯债基金
2588,007616.OF,007616,富国投资级信用债A,富国基金,"黄纪亮,朱梦娜",中长期纯债券型基金,4896295163.66,1.7119812890465,3.2350687863883,114.27375161565,A,纯债基金
2590,007618.OF,007618,富国投资级信用债D,富国基金,"朱梦娜,黄纪亮",中长期纯债券型基金,4896295163.66,1.7119812890465,3.2350687863883,114.27375161565,,纯债基金
2591,007619.OF,007619,中欧润逸债券,中欧基金,LI TONG,中长期纯债券型基金,8251746727.76,1.993774160536,1.9897525083905,168.38856568919,,纯债基金
2597,007645.OF,007645,平安季享裕定开债A,平安基金,张文平,混合债券型基金(一级),1580719606.26,2.132609790562,3.3947553588896,110.66207730533,A,纯债基金
2600,007653.OF,007653,长盛稳益6个月A,长盛基金,"王贵君,段鹏",短期纯债券型基金,2279684091.86,0.15863876674837,0.15756944132291,110.75861471928,A,纯债基金
2604,007659.OF,007659,博时富汇3个月定开债发起式,博时基金,何平,中长期纯债券型基金,5432519712.47,2.2554179092044,2.2553174542505,122.90473388148,,纯债基金
2607,007670.OF,007670,嘉实商业银行精选债券,嘉实基金,王立芹,中长期纯债券型基金,451577905.98,2.9790548574129,2.9786399243192,115.79183571996,,纯债基金
2610,007680.OF,007680,中加享利三年债券,中加基金,于跃,中长期纯债券型基金,9157068860.99,1.9901788776291,1.9896938035783,144.55255578715,,纯债基金
