,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_found_years_fund
401,002265.OF,002265,鑫元兴利定期开放债券,鑫元基金,颜昕,中长期纯债券型基金,1223452349.9,7.7178082191781
402,002268.OF,002268,兴业丰利债券,兴业基金,伍方方,中长期纯债券型基金,4405902053.2,7.7616438356164
403,002274.OF,002274,中邮纯债聚利债券A,中邮基金,郭志红,中长期纯债券型基金,2198886416.53,7.6602739726027
404,002275.OF,002275,中邮纯债聚利债券C,中邮基金,郭志红,中长期纯债券型基金,2198886416.53,7.6602739726027
405,002276.OF,002276,中邮纯债恒利债券A,中邮基金,"闫宜乘,武志骁",混合债券型基金(一级),1059938540.65,6.4684931506849
406,002277.OF,002277,中邮纯债恒利债券C,中邮基金,"武志骁,闫宜乘",混合债券型基金(一级),1059938540.65,6.4684931506849
407,002279.OF,002279,浙商惠盈纯债A,浙商基金,"赵柳燕,刘俊杰",中长期纯债券型基金,600378856.2,7.7753424657534
408,002280.OF,002280,华富安享债券,华富基金,"张惠,尹培俊",混合债券型基金(二级),575046763.36,7.6958904109589
409,002286.OF,002286,中银美元债债券(QDII)人民币A,中银基金,"郑涛,邢科",QDII债券型基金,216004692.75,7.7561643835616
410,002287.OF,002287,中银美元债债券(QDII)美元份额,中银基金,"郑涛,邢科",QDII债券型基金,216004692.75,7.7561643835616
411,002301.OF,002301,兴业短债债券A,兴业基金,刘禹含,短期纯债券型基金,7526154296.95,7.6602739726027
412,002336.OF,002336,创金合信尊享纯债债券A,创金合信基金,郑振源,中长期纯债券型基金,1099861025.7,7.558904109589
413,002337.OF,002337,创金合信季安鑫3个月A,创金合信基金,"王一兵,黄佳祥",混合债券型基金(一级),1148715772.43,7.7342465753425
414,002338.OF,002338,兴业优债增利债券A,兴业基金,倪侃,混合债券型基金(一级),2023680174.07,7.6602739726027
415,002341.OF,002341,招商招瑞纯债债券发起式A,招商基金,刘万锋,中长期纯债券型基金,1555609125.23,7.5643835616438
416,002342.OF,002342,融通增益债券A/B,融通基金,王超,混合债券型基金(一级),761004691.38,7.3917808219178
417,002344.OF,002344,融通增益债券C,融通基金,王超,混合债券型基金(一级),761004691.38,4.386301369863
418,002351.OF,002351,易方达裕祥回报债券A,易方达基金,王晓晨,混合债券型基金(二级),31951494881.92,7.6931506849315
419,002354.OF,002354,博时裕腾纯债,博时基金,李秋实,中长期纯债券型基金,437531755.64,7.7041095890411
420,002356.OF,002356,博时安泰18个月定开债A,博时基金,程卓,中长期纯债券型基金,620062213.23,7.6575342465753
421,002357.OF,002357,博时安泰18个月定开债C,博时基金,程卓,中长期纯债券型基金,620062213.23,7.6575342465753
422,002361.OF,002361,国富恒瑞债券A,国海富兰克林基金,赵晓东,混合债券型基金(二级),11282996143.55,7.6575342465753
423,002362.OF,002362,国富恒瑞债券C,国海富兰克林基金,赵晓东,混合债券型基金(二级),11282996143.55,7.6575342465753
424,002377.OF,002377,建信睿怡纯债A,建信基金,"吴沛文,闫晗",混合债券型基金(一级),143647147.18,7.6082191780822
425,002381.OF,002381,东海祥瑞A,东海基金,张浩硕,中长期纯债券型基金,522262446.18,7.5232876712329
426,002382.OF,002382,东海祥瑞C,东海基金,张浩硕,中长期纯债券型基金,522262446.18,7.5232876712329
427,002391.OF,002391,华安全球美元收益债券A人民币,华安基金,庄宇飞,QDII债券型基金,172148161.0,7.5260273972603
428,002392.OF,002392,华安全球美元收益债券A美元现汇,华安基金,庄宇飞,QDII债券型基金,172148161.0,7.5260273972603
429,002393.OF,002393,华安美元收益-C,华安基金,庄宇飞,QDII债券型基金,172148161.0,7.5260273972603
430,002395.OF,002395,鹏华丰尚定期开放债券A,鹏华基金,刘涛,混合债券型基金(一级),1436429484.94,7.5287671232877
431,002396.OF,002396,鹏华丰尚定期开放债券B,鹏华基金,刘涛,混合债券型基金(一级),1436429484.94,7.5287671232877
432,002400.OF,002400,亚洲美元债A(人民币),南方基金,王子赟,QDII债券型基金,1980416075.91,7.5808219178082
433,002401.OF,002401,亚洲美元债C(人民币),南方基金,王子赟,QDII债券型基金,1980416075.91,7.5808219178082
434,002402.OF,002402,亚洲美元债A(美元现汇),南方基金,王子赟,QDII债券型基金,1980416075.91,7.5808219178082
435,002403.OF,002403,亚洲美元债C(美元现汇),南方基金,王子赟,QDII债券型基金,1980416075.91,7.5808219178082
436,002404.OF,002404,博时裕乾纯债C,博时基金,何平,中长期纯债券型基金,2048345617.05,7.6657534246575
437,002405.OF,002405,光大保德信中高等级债券A,光大保德信基金,黄波,混合债券型基金(一级),175850323.76,6.158904109589
438,002406.OF,002406,光大保德信中高等级债券C,光大保德信基金,黄波,混合债券型基金(一级),175850323.76,6.158904109589
439,002412.OF,002412,华富安福债券,华富基金,张惠,混合债券型基金(二级),34722343.8,7.5260273972603
440,002426.OF,002426,华安全球美元票息(人民币)A,华安基金,庄宇飞,QDII债券型基金,160872604.35,7.3287671232877
441,002427.OF,002427,华安全球美元票息(美元)A,华安基金,庄宇飞,QDII债券型基金,160872604.35,7.3287671232877
442,002429.OF,002429,华安美元票息债-C,华安基金,庄宇飞,QDII债券型基金,160872604.35,7.3287671232877
443,002438.OF,002438,创金合信尊盛纯债债券,创金合信基金,郑振源,中长期纯债券型基金,1017398634.13,7.5972602739726
444,002441.OF,002441,德邦新添利债券C,德邦基金,"汪晖,丁孙楠",混合债券型基金(二级),34516238.18,7.6219178082192
445,002442.OF,002442,鑫元汇利债,鑫元基金,赵慧,中长期纯债券型基金,3117151974.39,7.5643835616438
446,002445.OF,002445,兴业丰泰债券,兴业基金,王卓然,中长期纯债券型基金,4375833906.58,7.6
447,002447.OF,002447,博时裕安一年定开债发起式,博时基金,李汉楠,中长期纯债券型基金,984004678.16,7.5780821917808
448,002448.OF,002448,江信汇福,江信基金,马超然,混合债券型基金(一级),277510431.04,7.4082191780822
449,002452.OF,002452,民生加银和鑫定开债券发起式,民生加银基金,"裴禹翔,刘昊",中长期纯债券型基金,2944358987.47,7.5260273972603
450,002459.OF,002459,华夏鼎利债券A,华夏基金,何家琪,混合债券型基金(二级),11117277959.57,6.8684931506849
451,002460.OF,002460,华夏鼎利债券C,华夏基金,何家琪,混合债券型基金(二级),11117277959.57,6.8684931506849
452,002466.OF,002466,博时裕新纯债,博时基金,郭思洁,中长期纯债券型基金,3650406634.3,7.5068493150685
453,002474.OF,002474,中邮睿信增强债券,中邮基金,闫宜乘,混合债券型基金(二级),2457814823.41,7.1013698630137
454,002483.OF,002483,富国泰利定期开放债券发起式,富国基金,俞晓斌,混合债券型基金(一级),242046850.83,7.3917808219178
455,002486.OF,002486,上银慧添利债券,上银基金,蔡唯峰,中长期纯债券型基金,3220563939.19,7.5452054794521
456,002487.OF,002487,汇添富稳添利定期开放债券A,汇添富基金,"徐光,郑文旭",混合债券型基金(一级),139017562.59,7.5452054794521
457,002488.OF,002488,汇添富稳添利定期开放债券C,汇添富基金,"郑文旭,徐光",混合债券型基金(一级),139017562.59,7.5452054794521
458,002490.OF,002490,金鹰元祺信用债,金鹰基金,"林龙军,林暐",混合债券型基金(一级),544889814.56,7.4876712328767
459,002491.OF,002491,银华添益定期开放债券,银华基金,瞿灿,混合债券型基金(一级),1194453054.03,7.5287671232877
460,002492.OF,002492,工银月月薪定期支付债券C,工银瑞信,张洋,混合债券型基金(二级),276353361.08,7.5972602739726
461,002501.OF,002501,银华远景债券,银华基金,"孙慧,贾鹏",混合债券型基金(二级),5453905442.98,7.5013698630137
462,002504.OF,002504,鹏华永达中短债6个月定开债券A,鹏华基金,刘涛,短期纯债券型基金,65616455.69,0.12602739726027
463,002505.OF,002505,鹏华永达中短债6个月定开债券C,鹏华基金,刘涛,短期纯债券型基金,65616455.69,0.12602739726027
464,002507.OF,002507,兴业定开债券C,兴业基金,"腊博,周鸣",混合债券型基金(一级),2060158876.48,7.5260273972603
465,002519.OF,002519,博时裕景纯债债券B,博时基金,王惟,中长期纯债券型基金,424572869.55,7.427397260274
466,002520.OF,002520,招商招瑞纯债债券发起式C,招商基金,刘万锋,中长期纯债券型基金,1555609125.23,7.5452054794521
467,002521.OF,002521,永赢双利债券A,永赢基金,"乔嘉麒,李永兴",混合债券型基金(二级),3090875189.03,7.3534246575342
468,002522.OF,002522,永赢双利债券C,永赢基金,"乔嘉麒,李永兴",混合债券型基金(二级),3090875189.03,7.3534246575342
469,002523.OF,002523,光大保德信恒利纯债债券A,光大保德信基金,"邹强,李怀定",中长期纯债券型基金,1005892202.46,7.0794520547945
470,002524.OF,002524,兴业福益债券,兴业基金,唐丁祥,混合债券型基金(一级),617290339.28,7.5397260273973
471,002528.OF,002528,泰康安益纯债债券A,泰康基金,任翀,中长期纯债券型基金,3478871661.96,7.0876712328767
472,002529.OF,002529,泰康安益纯债债券C,泰康基金,任翀,中长期纯债券型基金,3478871661.96,7.0876712328767
473,002534.OF,002534,华安稳固收益债券A,华安基金,石雨欣,混合债券型基金(一级),441891531.88,7.5287671232877
474,002548.OF,002548,嘉实稳瑞纯债债券,嘉实基金,"王立芹,韩同利,闫红蕾",中长期纯债券型基金,1485531799.14,7.5397260273973
475,002549.OF,002549,嘉实稳祥纯债债券A,嘉实基金,王亚洲,中长期纯债券型基金,5623815870.07,7.5397260273973
476,002550.OF,002550,嘉实稳荣债券,嘉实基金,"程剑,闵锐",中长期纯债券型基金,1014227174.07,6.8301369863014
477,002552.OF,002552,华夏恒利3个月定开债券,华夏基金,孙蕾,混合债券型基金(一级),3007686511.89,7.5095890410959
478,002568.OF,002568,博时裕发纯债债券,博时基金,于渤洋,中长期纯债券型基金,1019736243.99,7.4876712328767
479,002569.OF,002569,博时裕弘纯债债券A,博时基金,王惟,中长期纯债券型基金,4238458.47,7.2904109589041
480,002578.OF,002578,博时裕泉纯债债券,博时基金,李秋实,中长期纯债券型基金,5140737646.8,7.0657534246575
481,002586.OF,002586,金鹰添利信用债债券A,金鹰基金,周雅雯,混合债券型基金(一级),21019025.82,6.6054794520548
482,002587.OF,002587,金鹰添利信用债债券C,金鹰基金,周雅雯,混合债券型基金(一级),21019025.82,6.6054794520548
483,002592.OF,002592,中欧纯债(LOF)E,中欧基金,周锦程,中长期纯债券型基金,515153500.18,7.4876712328767
484,002600.OF,002600,易方达裕景添利6个月定期开放债券,易方达基金,李一硕,混合债券型基金(一级),1848724488.54,7.4712328767123
485,002603.OF,002603,工银瑞信瑞丰半年定期开放纯债债券,工银瑞信,李娜,中长期纯债券型基金,14704897263.93,7.4438356164384
486,002625.OF,002625,博时安怡6个月定开债,博时基金,王帅,混合债券型基金(一级),306813733.82,7.4630136986301
487,002632.OF,002632,鑫元双债增强债券A,鑫元基金,曹建华,混合债券型基金(二级),1003485612.2,7.4465753424658
488,002633.OF,002633,鑫元双债增强债券C,鑫元基金,曹建华,混合债券型基金(二级),1003485612.2,7.4465753424658
489,002635.OF,002635,融通增鑫债券A,融通基金,刘舒乐,中长期纯债券型基金,573268403.84,7.4082191780822
490,002636.OF,002636,广发集裕债券A,广发基金,曾刚,混合债券型基金(二级),13727684462.59,7.3917808219178
491,002637.OF,002637,广发集裕债券C,广发基金,曾刚,混合债券型基金(二级),13727684462.59,7.3917808219178
492,002638.OF,002638,兴业天融债券,兴业基金,雷志强,中长期纯债券型基金,8543588247.64,7.4465753424658
493,002644.OF,002644,大成景荣债券A,大成基金,方孝成,混合债券型基金(二级),1881822306.06,7.3534246575342
494,002645.OF,002645,大成景荣债券C,大成基金,方孝成,混合债券型基金(二级),1881822306.06,7.3534246575342
495,002650.OF,002650,东方红稳添利纯债A,东证资管,纪文静,中长期纯债券型基金,2847876271.03,7.386301369863
496,002651.OF,002651,东方红汇利债券A,东证资管,孔令超,混合债券型基金(二级),5730838282.67,7.3013698630137
497,002652.OF,002652,东方红汇利债券C,东证资管,孔令超,混合债券型基金(二级),5730838282.67,7.3013698630137
498,002659.OF,002659,兴业中债1-3年政策性金融债A,兴业基金,唐丁祥,被动指数型债券基金,1047558083.03,7.2547945205479
499,002661.OF,002661,兴业天禧债券,兴业基金,蔡艳菲,中长期纯债券型基金,1067850569.89,7.3972602739726
500,002688.OF,002688,红塔红土长益定期开放债券A,红塔基金,"陈纪靖,杨兴风",混合债券型基金(二级),202277693.53,6.9315068493151
501,002689.OF,002689,红塔红土长益定期开放债券C,红塔基金,"杨兴风,陈纪靖",混合债券型基金(二级),202277693.53,6.9315068493151
502,002698.OF,002698,博时裕利纯债债券,博时基金,陈黎,中长期纯债券型基金,6145792230.83,7.3972602739726
503,002701.OF,002701,东方红汇阳债券A,东证资管,孔令超,混合债券型基金(二级),6706019761.770001,7.3506849315068
504,002702.OF,002702,东方红汇阳债券C,东证资管,孔令超,混合债券型基金(二级),6706019761.770001,7.3506849315068
505,002704.OF,002704,德邦锐兴债券A,德邦基金,欧阳帆,中长期纯债券型基金,2223567288.51,7.3287671232877
506,002705.OF,002705,德邦锐兴债券C,德邦基金,欧阳帆,中长期纯债券型基金,2223567288.51,7.3287671232877
507,002711.OF,002711,广发集丰债券A,广发基金,"吴迪,张芊",混合债券型基金(二级),3261462609.78,6.9150684931507
508,002712.OF,002712,广发集丰债券C,广发基金,"张芊,吴迪",混合债券型基金(二级),3261462609.78,6.9150684931507
509,002716.OF,002716,博时裕通3个月定开债发起式A,博时基金,何平,中长期纯债券型基金,3075581867.76,7.4246575342466
510,002720.OF,002720,国寿安保尊利增强回报债券A,国寿安保基金,葛佳,混合债券型基金(二级),417906839.4,7.3506849315068
511,002721.OF,002721,国寿安保尊利增强回报债券C,国寿安保基金,葛佳,混合债券型基金(二级),417906839.4,7.3506849315068
512,002723.OF,002723,江信祺福A,江信基金,静鹏,混合债券型基金(二级),154276652.54,7.1808219178082
513,002724.OF,002724,江信祺福C,江信基金,静鹏,混合债券型基金(二级),154276652.54,7.1808219178082
514,002734.OF,002734,泓德裕荣纯债债券A,泓德基金,赵端端,混合债券型基金(一级),216524987.16,7.1287671232877
515,002735.OF,002735,泓德裕荣纯债债券C,泓德基金,赵端端,混合债券型基金(一级),216524987.16,7.1287671232877
516,002736.OF,002736,泓德裕和纯债债券A,泓德基金,姚学康,混合债券型基金(一级),353473528.58,6.8876712328767
517,002737.OF,002737,泓德裕和纯债债券C,泓德基金,姚学康,混合债券型基金(一级),353473528.58,6.8876712328767
